Name,Ticker,Country,Amount
Wolverine World Wide Inc,WWW,United States,0.00%
Commercial Metals Co,CMC,United States,0.00%
Hilton Grand Vacations Inc,HGV,United States,0.00%
WPX Energy Inc Class A,WPX,United States,0.00%
Choice Hotels International Inc,CHH,United States,0.00%
Nordstrom Inc,JWN,United States,0.00%
ExlService Holdings Inc,EXLS,United States,0.00%
Diodes Inc,DIOD,United States,0.00%
Silgan Holdings Inc,SLGN,United States,0.00%
Nu Skin Enterprises Inc Class A,NUS,United States,0.00%
Bed Bath & Beyond Inc,BBBY,United States,0.00%
Acacia Communications Inc,ACIA,United States,0.00%
Vishay Intertechnology Inc,VSH,United States,0.00%
Papa John's International Inc,PZZA,United States,0.00%
Westlake Chemical Corp,WLK,United States,0.00%
Avista Corp,AVA,United States,0.00%
Hecla Mining Co,HL,United States,0.00%
Fabrinet,FN,United States,0.00%
Sensient Technologies Corp,SXT,United States,0.00%
Avnet Inc,AVT,United States,0.00%
Madison Square Garden Sports Corp A,MSGS,United States,0.00%
NorthWestern Corp,NWE,United States,0.00%
Shake Shack Inc A,SHAK,United States,0.00%
National Health Investors Inc,NHI,United States,0.00%
Corporate Office Properties Trust,OFC,United States,0.00%
Weingarten Realty Investors,WRI,United States,0.00%
Apple Hospitality REIT Inc,APLE,United States,0.00%
Lexington Realty Trust,LXP,United States,0.00%
Pebblebrook Hotel Trust,PEB,United States,0.00%
EPR Properties,EPR,United States,0.00%
Outfront Media Inc,OUT,United States,0.00%
PS Business Parks Inc,PSB,United States,0.00%
Liberty Broadband Corp A,LBRDA,United States,0.00%
Allscripts Healthcare Solutions Inc,MDRX,United States,0.00%
R1 RCM Inc,RCM,United States,0.00%
Avanos Medical Inc,AVNS,United States,0.00%
Genworth Financial Inc,GNW,United States,0.00%
NMI Holdings Inc A,NMIH,United States,0.00%
Wesbanco Inc,WSBC,United States,0.00%
Macrogenics Inc,MGNX,United States,0.00%
Coherus BioSciences Inc,CHRS,United States,0.00%
Gazprom PJSC ADR,OGZD,Russia,0.00%
Bajaj Finance Ltd,500034,India,0.00%
Axis Bank Ltd,532215,India,0.00%
Hargreaves Lansdown PLC,HL.,United Kingdom,0.00%
Dometic Group AB,DOM,Sweden,0.00%
Industrivarden AB A,INDU A,Sweden,0.00%
Telecom Italia SpA,TIT,Italy,0.00%
Lundin Energy AB,LUNE,Sweden,0.00%
Homeserve PLC,HSV,United Kingdom,0.00%
Howden Joinery Group PLC,HWDN,United Kingdom,0.00%
Dechra Pharmaceuticals PLC,DPH,United Kingdom,0.00%
Sainsbury (J) PLC,SBRY,United Kingdom,0.00%
Sodexo,SW,France,0.00%
Iren SpA,IRE,Italy,0.00%
Bank Leumi Le-Israel BM,LUMI,Israel,0.00%
QBE Insurance Group Ltd,QBE,Australia,0.00%
Cochlear Ltd,COH,Australia,0.00%
South32 Ltd,S32,Australia,0.00%
Mirvac Group,MGR,Australia,0.00%
Dexus,DXS,Australia,0.00%
Stockland Corp Ltd,SGP,Australia,0.00%
BlueScope Steel Ltd,BSL,Australia,0.00%
Wilmar International Ltd,F34,Singapore,0.00%
Tabcorp Holdings Ltd,TAH,Australia,0.00%
B2Gold Corp,BTO,Canada,0.00%
Kiwoom Securities Co Ltd,039490,South Korea,0.00%
BWP Trust,BWP,Australia,0.00%
Heiwa Real Estate REIT Inc,8966,Japan,0.00%
Furukawa Electric Co Ltd,5801,Japan,0.00%
Tokyo Tatemono Co Ltd,8804,Japan,0.00%
Alps Alpine Co Ltd,6770,Japan,0.00%
Tokai Carbon Co Ltd,5301,Japan,0.00%
THK Co Ltd,6481,Japan,0.00%
Kingboard Laminates Holdings Ltd,01888,China,0.00%
China Merchants Port Holdings Co Ltd,00144,China,0.00%
AviChina Industry & Technology Co Ltd Class H,02357,China,0.00%
Shenzhen International Holdings Ltd,00152,China,0.00%
KWG Group Holdings Ltd,01813,Hong Kong,0.00%
CGN Power Co Ltd,01816,China,0.00%
Jiangxi Copper Co Ltd Class H,00358,China,0.00%
China Lesso Group Holdings Ltd,02128,China,0.00%
Bosideng International Holdings Ltd,03998,China,0.00%
CanSino Biologics Inc Class H,06185,China,0.00%
ZTE Corp Class H,00763,China,0.00%
Topsports International Holdings Ltd,06110,China,0.00%
Beijing Enterprises Water Group Ltd,00371,China,0.00%
Seazen Group Ltd,01030,China,0.00%
Sinotruk (Hong Kong) Ltd,03808,China,0.00%
Haitian International Holdings Ltd,01882,China,0.00%
Far East Horizon Ltd,03360,China,0.00%
Sun Art Retail Group Ltd,06808,Hong Kong,0.00%
Greentown Service Group Co Ltd Shs Regulation S,02869,China,0.00%
Knowit AB,KNOW,Sweden,0.00%
Luxfer Holdings PLC,LXFR,United Kingdom,0.00%
Ioneer Ltd,INR,Australia,0.00%
W-SCOPE Corp,6619,Japan,0.00%
Hyundai Motor Co Participating Preferred,005385,South Korea,0.00%
PearlAbyss Corp,263750,South Korea,0.00%
AltaGas Ltd,ALA,Canada,0.00%
Warner Music Group Corp Ordinary Shares - Class A,WMG,United States,0.00%
Summit Materials Inc A,SUM,United States,0.00%
Liberty Global PLC Class A,LBTYA,United Kingdom,0.00%
World Wrestling Entertainment Inc Class A,WWE,United States,0.00%
PRA Group Inc,PRAA,United States,0.00%
eHealth Inc,EHTH,United States,0.00%
Diamondback Energy Inc,FANG,United States,0.00%
Sealed Air Corp,SEE,United States,0.00%
DXC Technology Co,DXC,United States,0.00%
PVH Corp,PVH,United States,0.00%
News Corp A,NWSA,United States,0.00%
Cabot Oil & Gas Corp Class A,COG,United States,0.00%
Discovery Inc C,DISCK,United States,0.00%
Federal Realty Investment Trust,FRT,United States,0.00%
Kimco Realty Corp,KIM,United States,0.00%
Vornado Realty Trust,VNO,United States,0.00%
Regency Centers Corp,REG,United States,0.00%
Viasat Inc,VSAT,United States,0.00%
Karyopharm Therapeutics Inc,KPTI,United States,0.00%
Rhythm Pharmaceuticals Inc,RYTM,United States,0.00%
Vericel Corp,VCEL,United States,0.00%
TTM Technologies Inc,TTMI,United States,0.00%
Scholar Rock Holding Corp,SRRK,United States,0.00%
Ducommun Inc,DCO,United States,0.00%
Credit Saison Co Ltd,8253,Japan,0.00%
Anritsu Corp,6754,Japan,0.00%
ANA Holdings Inc,9202,Japan,0.00%
Nippon Shinyaku Co Ltd,4516,Japan,0.00%
Tokyu Fudosan Holdings Corp,3289,Japan,0.00%
Matsumotokiyoshi Holdings Co Ltd,3088,Japan,0.00%
ITO EN Ltd,2593,Japan,0.00%
Koei Tecmo Holdings Co Ltd,3635,Japan,0.00%
Japan Airport Terminal Co Ltd,9706,Japan,0.00%
FANCL Corp,4921,Japan,0.00%
Rohto Pharmaceutical Co Ltd,4527,Japan,0.00%
TechnoPro Holdings Inc,6028,Japan,0.00%
State Street Instl Trs Pls MMkt Premier,TPIXX,United States,0.00%
Accelerate Diagnostics Inc,AXDX,United States,0.00%
Rada Electronics Industries Ltd,RADA,Israel,0.00%
Gilat Satellite Networks Ltd,GILT,Israel,0.00%
YIFAN PHARMACEUTICAL CO LTD,002019,China,0.00%
Accelink Technologies Co Ltd Class A,002281,China,0.00%
Qianhe Condiment and Food Co Ltd A,603027,China,0.00%
Zhejiang Juhua Co Ltd,600160,China,0.00%
Inner Mongolia First Machinery Group Co Ltd,600967,China,0.00%
Beijing Thunisoft Corp Ltd,300271,China,0.00%
Wuhu Token Science Co Ltd,300088,China,0.00%
Leo Group Co Ltd,002131,China,0.00%
Huagong Tech Co Ltd,000988,China,0.00%
China Film Co Ltd A,600977,China,0.00%
Siasun Robot & Automation Co Ltd,300024,China,0.00%
China Aerospace Times Electronic Co Ltd,600879,China,0.00%
Sinotrans Ltd Ordinary Shares - Class A,601598,China,0.00%
Joyoung Co Ltd,002242,China,0.00%
East Group Co Ltd Class A,300376,China,0.00%
Israeli new shekel,,,0.00%
Hikma Pharmaceuticals PLC,HIK,United Kingdom,0.00%
Smith (DS) PLC,SMDS,United Kingdom,0.00%
Galp Energia SGPS SA,GALP,Portugal,0.00%
Sinch AB,SINCH,Sweden,0.00%
Pennon Group PLC,PNN,United Kingdom,0.00%
PSP Swiss Property AG,PSPN,Switzerland,0.00%
Phoenix Group Holdings PLC,PHNX,United Kingdom,0.00%
Securitas AB Class B,SECU B,Sweden,0.00%
Tomra Systems ASA,TOM,Norway,0.00%
Trelleborg AB B,TREL B,Sweden,0.00%
Fastighets AB Balder B,BALD B,Sweden,0.00%
Elekta AB Class B,EKTA B,Sweden,0.00%
Industrivarden AB C,INDU C,Sweden,0.00%
Orion Oyj Class B,ORNBV,Finland,0.00%
Hiscox Ltd,HSX,United States,0.00%
Nokian Tyres PLC,TYRES,Finland,0.00%
Schroders PLC,SDR,United Kingdom,0.00%
ALD SA,ALD,France,0.00%
Storebrand ASA,STB,Norway,0.00%
SBM Offshore NV,SBMO,Netherlands,0.00%
Lotte Corp,004990,South Korea,0.00%
Polska Grupa Energetyczna SA,PGE,Poland,0.00%
Santander Bank Polska SA,SPL,Poland,0.00%
Allegiant Travel Co,ALGT,United States,0.00%
Spirit Airlines Inc,SAVE,United States,0.00%
CryoPort Inc,CYRX,United States,0.00%
Comfort Systems USA Inc,FIX,United States,0.00%
Hub Group Inc Class A,HUBG,United States,0.00%
Healthcare Services Group Inc,HCSG,United States,0.00%
NetScout Systems Inc,NTCT,United States,0.00%
Zogenix Inc,ZGNX,United States,0.00%
Investors Real Estate Trust,CSR,United States,0.00%
Keros Therapeutics Inc,KROS,United States,0.00%
Standex International Corp,SXI,United States,0.00%
K'S Holdings Corp,8282,Japan,0.00%
Electric Power Development Co Ltd,9513,Japan,0.00%
Sanwa Holdings Corp,5929,Japan,0.00%
Sharp Corp,6753,Japan,0.00%
Sumitomo Dainippon Pharma Co Ltd,4506,Japan,0.00%
Takara Holdings Inc,2531,Japan,0.00%
Zeon Corp,4205,Japan,0.00%
Yamazaki Baking Co Ltd,2212,Japan,0.00%
Orix Jreit Inc,8954,Japan,0.00%
Japan Post Insurance Co Ltd,7181,Japan,0.00%
Nippon Yusen Kabushiki Kaisha,9101,Japan,0.00%
Taisho Pharmaceutical Holding Co Ltd,4581,Japan,0.00%
Amarin Corp PLC ADR,AMRN,Ireland,0.00%
Adaptimmune Therapeutics PLC ADR,ADAP,United Kingdom,0.00%
Venustech Group Inc,002439,China,0.00%
Visionox Technology Inc,002387,China,0.00%
Suzhou Gold Mantis Construction Decoration Co Ltd,002081,China,0.00%
GCL System Integration Technology Co Ltd,002506,China,0.00%
Suofeiya Home Collection Co Ltd,002572,China,0.00%
Toromont Industries Ltd,TIH,Canada,0.00%
FirstService Corp,FSV,Canada,0.00%
Telefonica Deutschland Holding AG,O2D,Germany,0.00%
SkyWest Inc,SKYW,United States,0.00%
BioTelemetry Inc,BEAT,United States,0.00%
Axos Financial Inc,AX,United States,0.00%
First BanCorp,FBP,Puerto Rico,0.00%
Renasant Corp,RNST,United States,0.00%
Cadence Bancorp Class A,CADE,United States,0.00%
Flagstar Bancorp Inc,FBC,United States,0.00%
Servisfirst Bancshares Inc,SFBS,United States,0.00%
Navient Corp,NAVI,United States,0.00%
International Bancshares Corp,IBOC,United States,0.00%
Washington Federal Inc,WAFD,United States,0.00%
Atkore International Group Inc,ATKR,United States,0.00%
Horace Mann Educators Corp,HMN,United States,0.00%
Epizyme Inc,EPZM,United States,0.00%
Alamo Group Inc,ALG,United States,0.00%
CK Hutchison Holdings Ltd,00001,Hong Kong,0.00%
Personalis Inc,PSNL,United States,0.00%
Avrobio Inc,AVRO,United States,0.00%
ZIOPHARM Oncology Inc,ZIOP,United States,0.00%
Flexion Therapeutics Inc,FLXN,United States,0.00%
Accuray Inc,ARAY,United States,0.00%
Enagas SA,ENG,Spain,0.00%
Spectris PLC,SXS,United Kingdom,0.00%
Evotec SE,EVT,Germany,0.00%
Holmen AB B,HOLM B,Sweden,0.00%
Aalberts NV,AALB,Netherlands,0.00%
JD Sports Fashion PLC,JD.,United Kingdom,0.00%
Husqvarna AB B,HUSQ B,Sweden,0.00%
Meggitt PLC,MGGT,United Kingdom,0.00%
Rheinmetall AG,RHM,Germany,0.00%
TAG Immobilien AG,TEG,Germany,0.00%
Georg Fischer AG,FI-N,Switzerland,0.00%
Diasorin SpA,DIA,Italy,0.00%
Poste Italiane SpA,PST,Italy,0.00%
HuhtamÃ¤ki Oyj,HUH1V,Finland,0.00%
ITV PLC,ITV,United Kingdom,0.00%
Bellway PLC,BWY,United Kingdom,0.00%
ICA Gruppen AB,ICA,Sweden,0.00%
UNITE Group PLC,UTG,United Kingdom,0.00%
Derwent London PLC,DLN,United Kingdom,0.00%
thyssenkrupp AG,TKA,Germany,0.00%
Hang Seng Bank Ltd,00011,Hong Kong,0.00%
Clariant AG,CLN,Switzerland,0.00%
Covivio SA,COV,France,0.00%
Bank Hapoalim BM,POLI,Israel,0.00%
Ramsay Health Care Ltd,RHC,Australia,0.00%
Northern Star Resources Ltd,NST,Australia,0.00%
Treasury Wine Estates Ltd,TWE,Australia,0.00%
Hongkong Land Holdings Ltd,H78,Singapore,0.00%
Hang Lung Properties Ltd,00101,Hong Kong,0.00%
Spark New Zealand Ltd,SPK,New Zealand,0.00%
Origin Energy Ltd,ORG,Australia,0.00%
Avon Rubber PLC,AVON,United Kingdom,0.00%
Strauss Group Ltd,STRS,Israel,0.00%
Canadian Western Bank,CWB,Canada,0.00%
Aurinia Pharmaceuticals Inc,AUP,Canada,0.00%
Zozo Inc,3092,Japan,0.00%
SCSK Corp,9719,Japan,0.00%
COSMOS Pharmaceutical Corp,3349,Japan,0.00%
Nihon Kohden Corp,6849,Japan,0.00%
Ship Healthcare Holdings Co Ltd,3360,Japan,0.00%
Open House Co Ltd,3288,Japan,0.00%
Sojitz Corp,2768,Japan,0.00%
Net One Systems Co Ltd,7518,Japan,0.00%
Tokyo Ohka Kogyo Co Ltd,4186,Japan,0.00%
Shimamura Co Ltd,8227,Japan,0.00%
Zensho Holdings Co Ltd,7550,Japan,0.00%
Nankai Electric Railway Co Ltd,9044,Japan,0.00%
IHI Corp,7013,Japan,0.00%
China Traditional Chinese Medicine Holdings Co Ltd,00570,China,0.00%
Genscript Biotech Corp Class H,01548,China,0.00%
Hopson Development Holdings Ltd,00754,China,0.00%
GF Securities Co Ltd,01776,China,0.00%
China Hongqiao Group Ltd,01378,China,0.00%
Noah Holdings Ltd ADR,NOAH,China,0.00%
China Bohai Bank Co Ltd Ordinary Shares Class H,09668,China,0.00%
Beijing Capital International Airport Co Ltd Class H,00694,China,0.00%
China Cinda Asset Management Co Ltd Class H,01359,China,0.00%
Zoomlion Heavy Industry Science and Technology Co Ltd Class H,01157,China,0.00%
China Everbright Ltd,00165,China,0.00%
Agile Group Holdings Ltd,03383,China,0.00%
Air China Ltd Class H,00753,China,0.00%
China Medical System Holdings Ltd,00867,China,0.00%
Aluminum Corporation of China Ltd Class H,02600,China,0.00%
Zhaojin Mining Industry Co Ltd Class H,01818,China,0.00%
China Education Group Holdings Ltd Ordinary Shares,00839,China,0.00%
Restaurant Brands International LP,QSP.UN,Canada,0.00%
Ryanair Holdings PLC ADR,RYAAY,Ireland,0.00%
Koh Young Technology Inc,098460,South Korea,0.00%
National Grid PLC ADR,NGG,United Kingdom,0.00%
Jollibee Foods Corporation,JFC,Philippines,0.00%
Exxaro Resources Ltd,EXX,South Africa,0.00%
Hong Leong Bank Bhd,5819,Malaysia,0.00%
Central Retail Corp PCL NVDR,CRC-R,Thailand,0.00%
Global Power Synergy PCL ADR,GPSC-R,Thailand,0.00%
Bumrungrad Hospital PCL DR,BH-R,Thailand,0.00%
Aselsan Elektronik Sanayi Ve Ticaret AS,ASELS,Turkey,0.00%
Giant Manufacturing Co Ltd,9921,Taiwan,0.00%
Hiwin Technologies Corp,2049,Taiwan,0.00%
PhosAgro PJSC GDR,PHOR,Russia,0.00%
Energy Company of Minas Gerais Participating Preferred,CMIG4,Brazil,0.00%
PT Indofood Sukses Makmur Tbk,INDF,Indonesia,0.00%
Telekom Malaysia Bhd,4863,Malaysia,0.00%
IOI Corp Bhd,1961,Malaysia,0.00%
PT Indah Kiat Pulp & Paper Corp Tbk,INKP,Indonesia,0.00%
Berli Jucker PCL DR,BJC-R,Thailand,0.00%
Turkiye Is Bankasi AS Class C,ISCTR,Turkey,0.00%
Promotora Y Operadora de Infraestructura SAB de CV,PINFRA,Mexico,0.00%
BRF SA,BRFS3,Brazil,0.00%
Kumba Iron Ore Ltd,KIO,South Africa,0.00%
Grupo Financiero Inbursa SAB de CV Series O,GFINBURO,Mexico,0.00%
Eclat Textile Co Ltd,1476,Taiwan,0.00%
Malaysia Airports Holdings Bhd,5014,Malaysia,0.00%
Rand Merchant Investment Holdings Ltd,RMI,South Africa,0.00%
Yapi Ve Kredi Bankasi AS,YKBNK,Turkey,0.00%
Energisa SA Unit,ENGI11,Brazil,0.00%
Penske Automotive Group Inc,PAG,United States,0.00%
CNA Financial Corp,CNA,United States,0.00%
Doosan Bobcat Inc,241560,South Korea,0.00%
Canadian Apartment Properties Real Estate Investment Trust,CAR.UN,Canada,0.00%
Swiss franc,-CASH-,,0.00%
Daewoo Shipbuilding & Marine Engineering Co Ltd,042660,South Korea,0.00%
TRI Pointe Group Inc,TPH,United States,0.00%
Altair Engineering Inc Class A,ALTR,United States,0.00%
Brinker International Inc,EAT,United States,0.00%
Installed Building Products Inc,IBP,United States,0.00%
CommVault Systems Inc,CVLT,United States,0.00%
Plexus Corp,PLXS,United States,0.00%
Evertec Inc,EVTC,Puerto Rico,0.00%
ChampionX Corp,CHX,United States,0.00%
Extended Stay America Inc,STAY,United States,0.00%
Shenandoah Telecommunications Co,SHEN,United States,0.00%
Six Flags Entertainment Corp,SIX,United States,0.00%
Treehouse Foods Inc,THS,United States,0.00%
Bandwidth Inc Class A,BAND,United States,0.00%
South Jersey Industries Inc,SJI,United States,0.00%
Strategic Education Inc,STRA,United States,0.00%
Cabot Corp,CBT,United States,0.00%
Stitch Fix Inc Class A,SFIX,United States,0.00%
Pricesmart Inc,PSMT,United States,0.00%
Edgewell Personal Care Co,EPC,United States,0.00%
The Simply Good Foods Co,SMPL,United States,0.00%
Bottomline Technologies Inc,EPAY,United States,0.00%
MaxLinear Inc A,MXL,United States,0.00%
Jack In The Box Inc,JACK,United States,0.00%
Scientific Games Corp Ordinary Shares,SGMS,United States,0.00%
Magnite Inc,MGNI,United States,0.00%
Group 1 Automotive Inc,GPI,United States,0.00%
MACOM Technology Solutions Holdings Inc,MTSI,United States,0.00%
Innospec Inc,IOSP,United States,0.00%
Callaway Golf Co,ELY,United States,0.00%
Coty Inc Class A,COTY,United States,0.00%
Cooper Tire & Rubber Co,CTB,United States,0.00%
Kennedy-Wilson Holdings Inc,KW,United States,0.00%
Sleep Number Corp,SNBR,United States,0.00%
J&J Snack Foods Corp,JJSF,United States,0.00%
Compass Minerals International Inc,CMP,United States,0.00%
Onto Innovation Inc,ONTO,United States,0.00%
National Storage Affiliates Trust,NSA,United States,0.00%
Brandywine Realty Trust,BDN,United States,0.00%
Washington REIT,WRE,United States,0.00%
Four Corners Property Trust Inc,FCPT,United States,0.00%
Uniti Group Inc,UNIT,United States,0.00%
RLJ Lodging Trust,RLJ,United States,0.00%
Colony Capital Inc Class A,CLNY,United States,0.00%
Piedmont Office Realty Trust Inc,PDM,United States,0.00%
CareTrust REIT Inc,CTRE,United States,0.00%
Sunstone Hotel Investors Inc,SHO,United States,0.00%
Adient PLC,ADNT,United States,0.00%
Rush Enterprises Inc A,RUSHA,United States,0.00%
Magellan Health Inc,MGLN,United States,0.00%
Goosehead Insurance Inc Class A,GSHD,United States,0.00%
Vicor Corp,VICR,United States,0.00%
Cimpress PLC,CMPR,United States,0.00%
Knowles Corp,KN,United States,0.00%
BioCryst Pharmaceuticals Inc,BCRX,United States,0.00%
Innoviva Inc,INVA,United States,0.00%
Forma Therapeutics Holdings Inc Ordinary Shares,FMTX,United States,0.00%
Constellation Pharmaceuticals Inc,CNST,United States,0.00%
Precision BioSciences Inc,DTIL,United States,0.00%
Varex Imaging Corp,VREX,United States,0.00%
Hochtief AG,HOT,Germany,0.00%
Coca-Cola Bottlers Japan Holdings Inc,2579,Japan,0.00%
Nagase & Co Ltd,8012,Japan,0.00%
Seino Holdings Co Ltd,9076,Japan,0.00%
Toyo Seikan Group Holdings Ltd,5901,Japan,0.00%
United Urban Investment Corp,8960,Japan,0.00%
Japan Post Bank Co Ltd,7182,Japan,0.00%
Ebara Corp,6361,Japan,0.00%
Kyushu Railway Co,9142,Japan,0.00%
Sumitomo Heavy Industries Ltd,6302,Japan,0.00%
Mitsui O.S.K. Lines Ltd,9104,Japan,0.00%
Nifco Inc,7988,Japan,0.00%
Horiba Ltd,6856,Japan,0.00%
Denka Co Ltd,4061,Japan,0.00%
Taiheiyo Cement Corp,5233,Japan,0.00%
Tufin Software Technologies Ltd,TUFN,United States,0.00%
CHEIL Worldwide Inc,030000,South Korea,0.00%
Canadian Utilities Ltd A non-voting,CU,Canada,0.00%
Homology Medicines Inc,FIXX,United States,0.00%
Naturgy Energy Group SA,NTGY,Spain,0.00%
Weir Group PLC,WEIR,United Kingdom,0.00%
Getinge AB B,GETI B,Sweden,0.00%
Thule Group AB,THULE,Sweden,0.00%
AVEVA Group PLC,AVV,United Kingdom,0.00%
Marks & Spencer Group PLC,MKS,United Kingdom,0.00%
EVN AG,EVN,Austria,0.00%
Autogrill SpA,AGL,Italy,0.00%
Pan American Silver Corp,PAAS,Canada,0.00%
Lagardere SCA,MMB,France,0.00%
Berkshire Hathaway Inc Class A,BRK.A,United States,0.00%
Big Lots Inc,BIG,United States,0.00%
Southwestern Energy Co,SWN,United States,0.00%
Sonos Inc,SONO,United States,0.00%
Kontoor Brands Inc,KTB,United States,0.00%
Service Properties Trust,SVC,United States,0.00%
Essential Properties Realty Trust Inc,EPRT,United States,0.00%
Ubiquiti Inc,UI,United States,0.00%
Owens & Minor Inc,OMI,United States,0.00%
Mednax Inc,MD,United States,0.00%
PennyMac Mortgage Investment Trust,PMT,United States,0.00%
Two Harbors Investment Corp,TWO,United States,0.00%
Devon Energy Corp,DVN,United States,0.00%
Immunogen Inc,IMGN,United States,0.00%
Frequency Therapeutics Inc,FREQ,United States,0.00%
Generation Bio Co Ordinary Shares,GBIO,United States,0.00%
Vaxcyte Inc Ordinary Shares,PCVX,United States,0.00%
Nurix Therapeutics Inc Ordinary Shares,NRIX,United States,0.00%
Castle Biosciences Inc,CSTL,United States,0.00%
Brookfield Renewable Corp Ordinary Shares - Class A (Sub Voting),BEPC,United States,0.00%
Artesian Resources Corp Class A,ARTNA,United States,0.00%
Griffon Corp,GFF,United States,0.00%
Kewpie Corp,2809,Japan,0.00%
SSR Mining Inc,SSRM,Canada,0.00%
Morinaga Milk Industry Co Ltd,2264,Japan,0.00%
SHO-BOND Holdings Co Ltd,1414,Japan,0.00%
Penta-Ocean Construction Co Ltd,1893,Japan,0.00%
